Date,temperature,humidity
2021-11-16 14:44,22.3,44
2021-11-16 14:46,22.3,44
2021-11-16 14:48,22.3,44
2021-11-16 15:11,22.3,44
2021-11-16 15:41,22.2,43
2021-11-16 16:11,22.1,44
2021-11-16 16:41,22.0,44
2021-11-16 16:43,22.0,44
2021-11-16 16:46,22.0,44
2021-11-16 17:12,21.9,45
2021-11-16 17:15,21.9,45
2021-11-16 17:40,21.8,45
2021-11-16 18:12,21.8,45
2021-11-16 18:42,21.8,44
2021-11-16 19:12,21.8,44
2021-11-16 19:40,21.9,50
2021-11-16 19:42,21.9,51
2021-11-16 19:45,21.9,51
2021-11-16 19:47,21.9,52
2021-11-16 20:12,21.8,50
2021-11-16 20:34,22.3,50
2021-11-16 20:40,23.0,50
2021-11-16 20:42,23.3,49
2021-11-16 20:48,23.7,48
2021-11-16 21:18,24.1,48
2021-11-16 21:24,24.5,48
2021-11-16 21:34,25.0,48
2021-11-16 21:48,25.5,48
2021-11-16 22:16,25.0,46
2021-11-16 22:42,25.4,48
2021-11-16 22:54,25.9,48
2021-11-16 22:57,26.0,48
2021-11-16 23:25,26.2,48
2021-11-16 23:28,26.1,48
2021-11-16 23:56,25.8,43
2021-11-17 00:02,25.3,42
2021-11-17 00:04,25.2,43
2021-11-17 00:07,25.0,43
2021-11-17 00:09,24.9,43
2021-11-17 00:17,24.4,42
2021-11-17 00:31,23.9,45
2021-11-17 01:01,23.5,47
2021-11-17 01:04,23.4,47
2021-11-17 01:07,23.4,47
2021-11-17 01:25,23.0,48
2021-11-17 01:49,22.5,49
2021-11-17 02:20,22.3,50
2021-11-17 02:47,22.2,50
2021-11-17 02:50,22.2,51
2021-11-17 03:18,21.9,51
2021-11-17 03:21,21.9,52
2021-11-17 03:23,21.9,52
2021-11-17 03:47,21.8,52
2021-11-17 04:21,21.6,52
2021-11-17 04:23,21.6,52
2021-11-17 04:49,21.5,52
2021-11-17 05:16,22.1,53
2021-11-17 05:20,22.5,53
2021-11-17 05:22,22.7,53
2021-11-17 05:26,22.9,52
2021-11-17 05:57,23.2,51
2021-11-17 06:27,23.3,51
2021-11-17 06:29,23.3,51
2021-11-17 06:57,23.3,51
2021-11-17 07:11,24.0,52
2021-11-17 07:12,24.2,52
2021-11-17 07:14,24.5,52
2021-11-17 07:20,24.9,51
2021-11-17 07:30,25.3,49
2021-11-17 07:37,24.9,48
2021-11-17 07:59,24.4,47
2021-11-17 08:12,23.9,45
2021-11-17 08:15,23.8,45
2021-11-17 08:25,23.4,45
2021-11-17 08:41,22.9,45
2021-11-17 09:05,22.4,45
2021-11-17 09:33,22.0,45
2021-11-17 09:36,22.0,45
2021-11-17 10:04,21.7,45
2021-11-17 10:34,21.5,45
2021-11-17 11:04,21.3,44
2021-11-17 11:07,21.3,44
2021-11-17 11:09,21.4,44
2021-11-17 11:33,21.3,43
2021-11-17 12:03,21.2,42
2021-11-17 12:33,21.1,42
2021-11-17 13:04,21.1,41
2021-11-17 13:35,21.1,41
2021-11-17 14:04,21.2,41
2021-11-17 14:35,21.3,41
2021-11-17 15:03,21.3,40
2021-11-17 15:33,21.3,40
2021-11-17 16:03,21.3,41
2021-11-17 16:06,21.3,40
2021-11-17 16:08,21.3,40
2021-11-17 16:34,21.3,41
2021-11-17 17:04,21.2,41
2021-11-17 17:35,21.1,41
2021-11-17 18:05,21.0,42
2021-11-17 18:34,21.1,42
2021-11-17 19:05,21.2,42
2021-11-17 19:07,21.2,42
2021-11-17 19:24,21.7,44
2021-11-17 19:26,21.7,45
2021-11-17 19:29,21.8,45
2021-11-17 19:47,22.2,49
2021-11-17 20:15,21.8,48
2021-11-17 20:37,21.3,47
2021-11-17 21:08,21.0,47
2021-11-17 21:10,21.2,48
2021-11-17 21:12,21.4,48
2021-11-17 21:14,21.7,48
2021-11-17 21:18,22.2,47
2021-11-17 21:22,22.6,46
2021-11-17 21:32,23.1,45
2021-11-17 21:35,23.2,45
2021-11-17 22:03,23.1,44
2021-11-17 22:31,23.3,44
2021-11-17 22:40,23.9,44
2021-11-17 22:42,24.3,44
2021-11-17 22:45,24.6,43
2021-11-17 22:47,24.8,43
2021-11-17 22:55,25.3,42
2021-11-17 23:11,25.8,42
2021-11-17 23:13,25.8,42
2021-11-17 23:16,25.8,42
2021-11-17 23:18,25.9,42
2021-11-17 23:32,26.2,41
2021-11-17 23:59,25.6,43
2021-11-18 00:01,25.4,44
2021-11-18 00:07,24.8,44
2021-11-18 00:15,24.3,43
2021-11-18 00:17,24.3,43
2021-11-18 00:25,23.8,43
2021-11-18 00:27,23.8,43
2021-11-18 00:40,23.3,43
2021-11-18 00:42,23.3,43
2021-11-18 00:45,23.3,44
2021-11-18 00:59,22.8,44
2021-11-18 01:01,22.8,44
2021-11-18 01:03,22.8,44
2021-11-18 01:29,22.4,44
2021-11-18 02:00,22.1,45
2021-11-18 02:02,22.0,45
2021-11-18 02:28,21.9,45
2021-11-18 02:58,21.8,45
2021-11-18 03:01,21.8,45
2021-11-18 03:29,21.8,45
2021-11-18 03:58,21.8,45
2021-11-18 04:29,21.7,45
2021-11-18 04:59,21.5,46
2021-11-18 05:17,22.0,47
2021-11-18 05:23,22.4,46
2021-11-18 05:54,22.9,45
2021-11-18 06:25,23.1,45
2021-11-18 06:55,23.3,45
2021-11-18 07:09,23.8,44
2021-11-18 07:11,23.9,44
2021-11-18 07:39,23.9,43
2021-11-18 08:11,24.2,43
2021-11-18 08:13,24.2,43
2021-11-18 08:37,23.7,41
2021-11-18 09:00,23.1,41
2021-11-18 09:02,23.1,41
2021-11-18 09:26,22.7,41
2021-11-18 09:28,22.6,41
2021-11-18 09:30,22.6,41
2021-11-18 09:55,22.3,41
2021-11-18 10:25,22.0,41
2021-11-18 10:56,21.8,41
2021-11-18 11:26,21.7,41
2021-11-18 11:56,21.6,41
2021-11-18 11:58,21.6,41
2021-11-18 12:01,21.6,41
2021-11-18 12:25,21.5,41
2021-11-18 12:56,21.5,40
2021-11-18 13:25,21.5,40
2021-11-18 13:56,21.5,39
2021-11-18 13:58,21.5,39
2021-11-18 14:00,21.5,40
2021-11-18 14:24,21.5,39
2021-11-18 14:55,21.5,39
2021-11-18 14:57,21.5,39
2021-11-18 15:25,21.5,38
2021-11-18 15:55,21.5,38
2021-11-18 16:25,21.5,37
2021-11-18 16:56,21.3,37
2021-11-18 16:58,21.3,37
2021-11-18 17:26,21.3,38
2021-11-18 17:28,21.3,38
2021-11-18 17:31,21.3,38
2021-11-18 17:55,21.3,38
2021-11-18 17:57,21.2,38
2021-11-18 18:00,21.2,37
2021-11-18 18:26,21.1,37
2021-11-18 18:56,21.1,38
2021-11-18 18:58,21.0,38
2021-11-18 19:24,21.4,40
2021-11-18 19:55,21.6,42
2021-11-18 20:11,21.8,52
2021-11-18 20:41,21.8,51
2021-11-18 20:43,21.8,51
2021-11-18 21:12,21.8,51
2021-11-18 21:16,22.3,51
2021-11-18 21:20,22.8,50
2021-11-18 21:26,23.3,50
2021-11-18 21:32,23.8,49
2021-11-18 22:03,24.0,50
2021-11-18 22:31,24.0,50
2021-11-18 23:02,23.9,51
2021-11-18 23:21,24.4,50
2021-11-18 23:45,25.0,50
2021-11-18 23:47,25.0,51
2021-11-19 00:15,24.8,50
2021-11-19 00:25,24.3,49
2021-11-19 00:37,23.9,50
2021-11-19 00:39,23.8,50
2021-11-19 00:56,23.3,51
2021-11-19 00:58,23.3,50
2021-11-19 01:00,23.3,51
2021-11-19 01:03,23.2,51
2021-11-19 01:19,22.8,50
2021-11-19 01:48,22.5,51
2021-11-19 01:50,22.5,52
2021-11-19 01:53,22.4,52
2021-11-19 02:09,22.1,52
2021-11-19 02:11,22.1,52
2021-11-19 02:14,22.0,53
2021-11-19 02:40,21.8,54
2021-11-19 03:09,21.4,55
2021-11-19 03:40,21.3,55
2021-11-19 04:08,21.2,55
2021-11-19 04:38,21.0,55
2021-11-19 05:09,21.0,54
2021-11-19 05:11,21.0,55
2021-11-19 05:19,21.6,57
2021-11-19 05:29,22.0,54
2021-11-19 05:33,22.0,55
2021-11-19 06:00,22.3,55
2021-11-19 06:02,22.3,55
2021-11-19 06:30,22.5,54
2021-11-19 07:00,22.7,54
2021-11-19 07:02,22.7,54
2021-11-19 07:10,23.1,55
2021-11-19 07:16,23.6,56
2021-11-19 07:20,24.0,55
2021-11-19 07:50,24.3,55
2021-11-19 07:52,24.3,54
2021-11-19 07:55,24.3,54
2021-11-19 08:15,24.7,53
2021-11-19 08:43,25.0,56
2021-11-19 09:15,25.1,56
2021-11-19 09:43,25.0,57
2021-11-19 10:15,25.1,57
2021-11-19 10:44,25.1,56
2021-11-19 10:54,24.5,59
2021-11-19 10:58,24.2,60
2021-11-19 11:08,23.7,60
2021-11-19 11:10,23.6,60
2021-11-19 11:13,23.5,60
2021-11-19 11:23,23.2,61
2021-11-19 11:52,22.8,56
2021-11-19 11:54,22.8,57
2021-11-19 11:56,22.7,56
2021-11-19 12:25,22.5,56
2021-11-19 12:27,22.4,56
2021-11-19 12:29,22.4,56
2021-11-19 12:43,22.1,52
2021-11-19 12:45,22.1,53
2021-11-19 13:14,22.1,52
2021-11-19 13:30,22.7,52
2021-11-19 13:34,23.1,52
2021-11-19 13:36,23.3,51
2021-11-19 13:38,23.5,51
2021-11-19 14:09,23.8,48
2021-11-19 14:38,24.0,48
2021-11-19 14:41,23.9,48
2021-11-19 14:49,23.5,46
2021-11-19 15:03,22.9,45
2021-11-19 15:06,22.9,45
2021-11-19 15:08,22.9,46
2021-11-19 15:32,22.6,49
2021-11-19 15:34,22.6,49
2021-11-19 16:02,22.3,49
2021-11-19 16:32,21.9,49
2021-11-19 17:02,21.8,50
2021-11-19 17:32,21.6,50
2021-11-19 18:00,21.4,51
2021-11-19 18:31,21.3,52
2021-11-19 18:37,21.8,53
2021-11-19 18:41,22.3,52
2021-11-19 18:45,22.8,51
2021-11-19 18:51,23.3,51
2021-11-19 18:53,23.4,51
2021-11-19 18:55,23.5,51
2021-11-19 18:58,23.6,50
2021-11-19 19:04,23.7,50
2021-11-19 19:22,23.3,51
2021-11-19 19:30,22.8,50
2021-11-19 19:33,22.8,51
2021-11-19 19:44,22.4,51
2021-11-19 20:00,21.9,52
2021-11-19 20:30,21.9,55
2021-11-19 20:32,21.8,55
2021-11-19 20:45,22.4,57
2021-11-19 20:47,22.8,56
2021-11-19 20:51,23.2,56
2021-11-19 20:54,23.4,55
2021-11-19 20:58,23.7,54
2021-11-19 21:08,24.3,53
2021-11-19 21:37,24.2,53
2021-11-19 21:39,24.2,53
2021-11-19 22:08,24.2,54
2021-11-19 22:26,24.7,54
2021-11-19 22:44,25.1,55
2021-11-19 23:14,25.6,56
2021-11-19 23:44,25.8,53
2021-11-20 00:15,25.9,52
2021-11-20 00:34,25.5,50
2021-11-20 00:44,25.0,51
2021-11-20 00:58,24.4,52
2021-11-20 01:19,23.9,52
2021-11-20 01:40,23.5,53
2021-11-20 02:00,22.9,53
2021-11-20 02:31,22.5,53
2021-11-20 03:01,22.1,54
2021-11-20 03:31,21.9,54
2021-11-20 04:00,21.8,54
2021-11-20 04:03,21.8,54
2021-11-20 04:30,21.5,55
2021-11-20 05:00,21.4,56
2021-11-20 05:14,21.8,58
2021-11-20 05:19,22.3,57
2021-11-20 05:29,22.8,56
2021-11-20 05:59,22.9,55
2021-11-20 06:27,23.1,55
2021-11-20 06:29,23.1,55
2021-11-20 06:57,23.2,55
2021-11-20 07:00,23.2,55
2021-11-20 07:02,23.2,56
2021-11-20 07:12,23.8,57
2021-11-20 07:19,24.3,57
2021-11-20 07:21,24.5,57
2021-11-20 07:24,24.8,57
2021-11-20 07:26,24.9,56
2021-11-20 07:29,25.1,57
2021-11-20 07:53,24.4,56
2021-11-20 08:24,24.2,57
2021-11-20 08:26,24.3,57
2021-11-20 08:54,24.3,57
2021-11-20 09:24,24.3,58
2021-11-20 09:52,24.4,58
2021-11-20 09:54,24.5,58
2021-11-20 10:23,24.3,58
2021-11-20 10:40,23.9,58
2021-11-20 10:42,23.8,59
2021-11-20 11:10,23.5,58
2021-11-20 11:40,23.2,58
2021-11-20 11:42,23.1,58
2021-11-20 12:07,23.8,59
2021-11-20 12:09,23.9,58
2021-11-20 12:12,24.1,58
2021-11-20 12:14,24.3,57
2021-11-20 12:22,24.6,56
2021-11-20 12:52,24.6,55
2021-11-20 12:54,24.5,55
2021-11-20 13:23,24.3,54
2021-11-20 13:25,24.2,54
2021-11-20 13:36,23.9,53
2021-11-20 14:06,23.4,53
2021-11-20 14:08,23.3,53
2021-11-20 14:37,23.2,53
2021-11-20 15:07,22.9,50
2021-11-20 15:37,22.6,47
2021-11-20 16:07,22.3,46
2021-11-20 16:09,22.3,46
2021-11-20 16:37,22.2,45
2021-11-20 16:39,22.1,45
2021-11-20 16:41,22.1,45
2021-11-20 17:06,22.0,44
2021-11-20 17:36,21.8,44
2021-11-20 17:38,21.8,45
2021-11-20 17:41,21.8,44
2021-11-20 18:07,21.7,45
2021-11-20 18:37,21.5,45
2021-11-20 19:07,21.8,44
2021-11-20 19:09,21.8,44
2021-11-20 19:37,21.8,44
2021-11-20 20:07,21.8,43
2021-11-20 20:37,21.8,44
2021-11-20 20:40,21.8,44
2021-11-20 21:06,21.8,44
2021-11-20 21:36,21.7,44
2021-11-20 21:39,21.7,44
2021-11-20 22:06,21.7,43
2021-11-20 22:36,21.7,45
2021-11-20 22:46,22.1,46
2021-11-20 23:08,22.6,45
2021-11-20 23:38,22.7,44
2021-11-21 00:06,22.8,43
2021-11-21 00:37,22.8,43
2021-11-21 01:06,23.0,43
2021-11-21 01:09,23.0,43
2021-11-21 01:39,23.2,44
2021-11-21 01:41,23.2,44
2021-11-21 01:43,23.2,44
2021-11-21 01:46,23.2,44
2021-11-21 02:06,23.1,44
2021-11-21 02:38,22.9,43
2021-11-21 02:40,22.9,43
2021-11-21 03:05,22.4,42
2021-11-21 03:07,22.4,43
2021-11-21 03:36,22.1,43
2021-11-21 04:06,21.8,43
2021-11-21 04:35,21.6,43
2021-11-21 04:38,21.5,43
2021-11-21 05:06,21.3,43
2021-11-21 05:18,21.8,44
2021-11-21 05:30,22.2,45
2021-11-21 06:00,22.6,43
2021-11-21 06:31,22.7,42
2021-11-21 07:01,22.8,42
2021-11-21 07:32,22.8,42
2021-11-21 07:59,23.0,42
2021-11-21 08:02,23.0,42
2021-11-21 08:30,23.1,42
2021-11-21 09:01,23.2,42
2021-11-21 09:31,23.3,41
2021-11-21 10:01,23.3,41
2021-11-21 10:03,23.3,41
2021-11-21 10:30,23.3,41
2021-11-21 11:00,23.4,41
2021-11-21 11:30,23.4,40
2021-11-21 12:01,23.4,41
2021-11-21 12:17,23.9,45
2021-11-21 12:19,23.9,45
2021-11-21 12:48,24.3,45
2021-11-21 13:16,24.3,46
2021-11-21 13:18,24.3,46
2021-11-21 13:21,24.3,46
2021-11-21 13:23,24.3,46
2021-11-21 13:47,24.6,49
2021-11-21 13:50,24.7,49
2021-11-21 14:17,24.7,50
2021-11-21 14:19,24.8,50
2021-11-21 14:46,24.8,51
2021-11-21 15:06,24.4,52
2021-11-21 15:24,23.8,53
2021-11-21 15:48,23.4,54
2021-11-21 15:50,23.3,54
2021-11-21 16:18,23.0,55
2021-11-21 16:48,22.8,56
2021-11-21 17:18,22.5,55
2021-11-21 17:48,22.3,49
2021-11-21 17:50,22.3,48
2021-11-21 18:18,22.7,47
2021-11-21 18:26,23.1,47
2021-11-21 18:32,23.6,46
2021-11-21 18:40,24.2,46
2021-11-21 18:43,24.3,46
2021-11-21 18:45,24.3,46
2021-11-21 18:47,24.3,45
2021-11-21 18:58,24.6,46
2021-11-21 19:12,24.1,47
2021-11-21 19:25,23.6,47
2021-11-21 19:45,23.2,48
2021-11-21 19:48,23.1,48
2021-11-21 19:50,23.1,48
2021-11-21 19:52,23.0,48
2021-11-21 20:09,23.6,48
2021-11-21 20:17,24.1,48
2021-11-21 20:24,24.5,48
2021-11-21 20:56,24.2,48
2021-11-21 21:26,24.2,48
2021-11-21 21:56,24.0,48
2021-11-21 22:26,23.8,46
2021-11-21 22:54,24.3,52
2021-11-21 23:24,24.7,54
2021-11-21 23:50,24.2,54
2021-11-21 23:52,24.2,54
2021-11-22 00:21,24.1,54
2021-11-22 00:51,24.0,53
2021-11-22 00:53,24.0,52
2021-11-22 01:22,24.4,53
2021-11-22 01:24,24.3,53
2021-11-22 01:48,24.0,54
2021-11-22 02:19,23.5,54
2021-11-22 02:49,23.1,54
2021-11-22 03:19,22.7,56
2021-11-22 03:48,22.4,56
2021-11-22 04:19,22.3,57
2021-11-22 04:21,22.3,57
2021-11-22 04:49,22.2,57
2021-11-22 05:15,22.8,58
2021-11-22 05:17,23.0,58
2021-11-22 05:20,23.2,57
2021-11-22 05:22,23.3,57
2021-11-22 05:24,23.5,56
2021-11-22 05:50,23.6,56
2021-11-22 05:53,23.6,56
2021-11-22 05:55,23.6,57
2021-11-22 06:19,23.7,57
2021-11-22 06:49,23.9,57
2021-11-22 07:19,24.2,57
2021-11-22 07:24,24.2,57
2021-11-22 07:26,24.3,57
2021-11-22 07:50,24.2,55
2021-11-22 07:53,24.1,55
2021-11-22 08:19,24.2,55
2021-11-22 08:47,23.8,54
2021-11-22 09:14,23.3,54
2021-11-22 09:45,22.9,55
2021-11-22 10:15,22.6,55
2021-11-22 09:14,23.3,54
2021-11-22 09:45,22.9,55
2021-11-22 10:15,22.6,55
